"item","lowers","normed_responses","workerid"
"headphones",42,0.0294117647058824,0
"headphones",48,0.0294117647058824,0
"headphones",54,0.0294117647058824,0
"headphones",60,0.0294117647058824,0
"headphones",66,0.0294117647058824,0
"headphones",72,0.0294117647058824,0
"headphones",78,0.0294117647058824,0
"headphones",84,0.0247058823529412,0
"headphones",90,0.0247058823529412,0
"headphones",96,0.0229411764705882,0
"headphones",102,0.0247058823529412,0
"headphones",108,0.0241176470588235,0
"headphones",114,0.0241176470588235,0
"headphones",120,0.0241176470588235,0
"headphones",126,0.0205882352941176,0
"headphones",132,0.0205882352941176,0
"headphones",138,0.0205882352941176,0
"headphones",144,0.0194117647058824,0
"headphones",150,0.0194117647058824,0
"headphones",156,0.0205882352941176,0
"headphones",162,0.0194117647058824,0
"headphones",168,0.0211764705882353,0
"headphones",174,0.0194117647058824,0
"headphones",180,0.0170588235294118,0
"headphones",186,0.0158823529411765,0
"headphones",192,0.0170588235294118,0
"headphones",198,0.0170588235294118,0
"headphones",204,0.0123529411764706,0
"headphones",210,0.0141176470588235,0
"headphones",216,0.0135294117647059,0
"headphones",222,0.0141176470588235,0
"headphones",228,0.0141176470588235,0
"headphones",234,0.0129411764705882,0
"headphones",240,0.0117647058823529,0
"headphones",246,0.0123529411764706,0
"headphones",252,0.0111764705882353,0
"headphones",258,0.0117647058823529,0
"headphones",264,0.0129411764705882,0
"headphones",270,0.0117647058823529,0
"headphones",276,0.0117647058823529,0
"headphones",282,0.00941176470588235,0
"headphones",288,0.00882352941176471,0
"headphones",294,0.00764705882352941,0
"headphones",300,0.00647058823529412,0
"headphones",306,0.00588235294117647,0
"headphones",312,0.00529411764705882,0
"headphones",318,0.00470588235294118,0
"headphones",324,0.00117647058823529,0
"watch",0,0.0559910414333707,0
"watch",50,0.0559910414333707,0
"watch",100,0.0559910414333707,0
"watch",150,0.0559910414333707,0
"watch",200,0.0492721164613662,0
"watch",250,0.0503919372900336,0
"watch",300,0.0492721164613662,0
"watch",350,0.0369540873460246,0
"watch",400,0.0380739081746921,0
"watch",450,0.0313549832026876,0
"watch",500,0.0291153415453527,0
"watch",550,0.0223964165733483,0
"watch",600,0.0212765957446809,0
"watch",650,0.0223964165733483,0
"watch",700,0.019036954087346,0
"watch",750,0.0223964165733483,0
"watch",800,0.0223964165733483,0
"watch",850,0.0212765957446809,0
"watch",900,0.0212765957446809,0
"watch",950,0.0167973124300112,0
"watch",1000,0.0201567749160134,0
"watch",1050,0.0201567749160134,0
"watch",1100,0.019036954087346,0
"watch",1150,0.019036954087346,0
"watch",1200,0.0156774916013438,0
"watch",1250,0.013437849944009,0
"watch",1300,0.0111982082866741,0
"watch",1350,0.0123180291153415,0
"watch",1400,0.0111982082866741,0
"watch",1450,0.00895856662933931,0
"watch",1500,0.00671892497200448,0
"watch",1550,0.00895856662933931,0
"watch",1600,0.00783874580067189,0
"watch",1650,0.00671892497200448,0
"watch",1700,0.00671892497200448,0
"watch",1750,0.00783874580067189,0
"watch",1800,0.00671892497200448,0
"watch",1850,0.00335946248600224,0
"watch",1900,0.0100783874580067,0
"watch",1950,0.00559910414333707,0
"watch",2000,0.00783874580067189,0
"watch",2050,0.00447928331466965,0
"watch",2100,0.00447928331466965,0
"watch",2150,0.00559910414333707,0
"watch",2200,0.00447928331466965,0
"watch",2250,0.00447928331466965,0
"watch",2300,0.00559910414333707,0
"watch",2350,0.00335946248600224,0
"watch",2400,0.00559910414333707,0
"watch",2450,0.00671892497200448,0
"watch",2500,0.00335946248600224,0
"watch",2550,0.00111982082866741,0
"watch",2600,0.00111982082866741,0
"watch",2650,0.00223964165733483,0
"watch",2700,0.00335946248600224,0
"watch",2750,0.00223964165733483,0
"watch",2800,0.00335946248600224,0
"watch",2850,0.00447928331466965,0
"watch",2900,0.00223964165733483,0
"watch",2950,0.00447928331466965,0
"sweater",0,0.00428265524625268,0
"sweater",3,0.00556745182012848,0
"sweater",6,0.00492505353319058,0
"sweater",9,0.00513918629550321,0
"sweater",12,0.00492505353319058,0
"sweater",15,0.00535331905781585,0
"sweater",18,0.00449678800856531,0
"sweater",21,0.00471092077087794,0
"sweater",24,0.00556745182012848,0
"sweater",27,0.00449678800856531,0
"sweater",30,0.015203426124197,0
"sweater",33,0.0143468950749465,0
"sweater",36,0.0149892933618844,0
"sweater",39,0.0147751605995717,0
"sweater",42,0.0149892933618844,0
"sweater",45,0.015203426124197,0
"sweater",48,0.0149892933618844,0
"sweater",51,0.0149892933618844,0
"sweater",54,0.0149892933618844,0
"sweater",57,0.0143468950749465,0
"sweater",60,0.0154175588865096,0
"sweater",63,0.0158458244111349,0
"sweater",66,0.015203426124197,0
"sweater",69,0.0154175588865096,0
"sweater",72,0.0158458244111349,0
"sweater",75,0.0156316916488223,0
"sweater",78,0.0156316916488223,0
"sweater",81,0.015203426124197,0
"sweater",84,0.0167023554603854,0
"sweater",87,0.015203426124197,0
"sweater",90,0.0158458244111349,0
"sweater",93,0.0158458244111349,0
"sweater",96,0.0156316916488223,0
"sweater",99,0.0154175588865096,0
"sweater",102,0.0156316916488223,0
"sweater",105,0.0143468950749465,0
"sweater",108,0.0154175588865096,0
"sweater",111,0.0139186295503212,0
"sweater",114,0.0141327623126338,0
"sweater",117,0.0141327623126338,0
"sweater",120,0.0147751605995717,0
"sweater",123,0.0149892933618844,0
"sweater",126,0.0154175588865096,0
"sweater",129,0.015203426124197,0
"sweater",132,0.0145610278372591,0
"sweater",135,0.0143468950749465,0
"sweater",138,0.0141327623126338,0
"sweater",141,0.0141327623126338,0
"sweater",144,0.0130620985010707,0
"sweater",147,0.0119914346895075,0
"sweater",150,0.0134903640256959,0
"sweater",153,0.0143468950749465,0
"sweater",156,0.0141327623126338,0
"sweater",159,0.0141327623126338,0
"sweater",162,0.0139186295503212,0
"sweater",165,0.0134903640256959,0
"sweater",168,0.0141327623126338,0
"sweater",171,0.0139186295503212,0
"sweater",174,0.0137044967880086,0
"sweater",177,0.0137044967880086,0
"sweater",180,0.0102783725910064,0
"sweater",183,0.0107066381156317,0
"sweater",186,0.0107066381156317,0
"sweater",189,0.0107066381156317,0
"sweater",192,0.0107066381156317,0
"sweater",195,0.0107066381156317,0
"sweater",198,0.0107066381156317,0
"sweater",201,0.0107066381156317,0
"sweater",204,0.0107066381156317,0
"sweater",207,0.0107066381156317,0
"sweater",210,0.0107066381156317,0
"sweater",213,0.0107066381156317,0
"sweater",216,0.0107066381156317,0
"sweater",219,0.0107066381156317,0
"sweater",222,0.0107066381156317,0
"sweater",225,0.0107066381156317,0
"sweater",228,0.0107066381156317,0
"sweater",231,0.0107066381156317,0
"sweater",234,0.0107066381156317,0
"sweater",237,0.0107066381156317,0
"sweater",0,0,1
"sweater",3,0.0272628135223555,1
"sweater",6,0.0272628135223555,1
"sweater",9,0.0414394765539804,1
"sweater",12,0.0419847328244275,1
"sweater",15,0.0425299890948746,1
"sweater",18,0.0436205016357688,1
"sweater",21,0.0441657579062159,1
"sweater",24,0.0436205016357688,1
"sweater",27,0.0441657579062159,1
"sweater",30,0.0408942202835333,1
"sweater",33,0.054525627044711,1
"sweater",36,0.054525627044711,1
"sweater",39,0.054525627044711,1
"sweater",42,0.054525627044711,1
"sweater",45,0.054525627044711,1
"sweater",48,0.054525627044711,1
"sweater",51,0.054525627044711,1
"sweater",54,0.054525627044711,1
"sweater",57,0.054525627044711,1
"sweater",60,0.054525627044711,1
"sweater",63,0.054525627044711,1
"sweater",66,0.00163576881134133,1
"sweater",69,0,1
"sweater",72,0,1
"sweater",75,0,1
"sweater",78,0,1
"sweater",81,0,1
"sweater",84,0,1
"sweater",87,0,1
"sweater",90,0.00163576881134133,1
"sweater",93,0,1
"sweater",96,0,1
"sweater",99,0,1
"sweater",102,0,1
"sweater",105,0,1
"sweater",108,0,1
"sweater",111,0,1
"sweater",114,0,1
"sweater",117,0,1
"sweater",120,0,1
"sweater",123,0,1
"sweater",126,0,1
"sweater",129,0,1
"sweater",132,0,1
"sweater",135,0,1
"sweater",138,0,1
"sweater",141,0,1
"sweater",144,0,1
"sweater",147,0,1
"sweater",150,0,1
"sweater",153,0,1
"sweater",156,0,1
"sweater",159,0,1
"sweater",162,0,1
"sweater",165,0,1
"sweater",168,0,1
"sweater",171,0,1
"sweater",174,0,1
"sweater",177,0,1
"sweater",180,0,1
"sweater",183,0,1
"sweater",186,0,1
"sweater",189,0,1
"sweater",192,0,1
"sweater",195,0,1
"sweater",198,0,1
"sweater",201,0,1
"sweater",204,0,1
"sweater",207,0,1
"sweater",210,0,1
"sweater",213,0,1
"sweater",216,0,1
"sweater",219,0,1
"sweater",222,0,1
"sweater",225,0,1
"sweater",228,0,1
"sweater",231,0,1
"sweater",234,0,1
"sweater",237,0,1
"headphones",0,0.0131286982248521,1
"headphones",6,0.0131286982248521,1
"headphones",12,0.0129437869822485,1
"headphones",18,0.018491124260355,1
"headphones",24,0.018491124260355,1
"headphones",30,0.018491124260355,1
"headphones",36,0.018491124260355,1
"headphones",42,0.018491124260355,1
"headphones",48,0.018491124260355,1
"headphones",54,0.018491124260355,1
"headphones",60,0.018491124260355,1
"headphones",66,0.018491124260355,1
"headphones",72,0.018491124260355,1
"headphones",78,0.018491124260355,1
"headphones",84,0.018491124260355,1
"headphones",90,0.018491124260355,1
"headphones",96,0.018491124260355,1
"headphones",102,0.018491124260355,1
"headphones",108,0.018491124260355,1
"headphones",114,0.018491124260355,1
"headphones",120,0.018491124260355,1
"headphones",126,0.018491124260355,1
"headphones",132,0.018491124260355,1
"headphones",138,0.018491124260355,1
"headphones",144,0.018491124260355,1
"headphones",150,0.018491124260355,1
"headphones",156,0.018491124260355,1
"headphones",162,0.018491124260355,1
"headphones",168,0.018491124260355,1
"headphones",174,0.018491124260355,1
"headphones",180,0.018491124260355,1
"headphones",186,0.018491124260355,1
"headphones",192,0.018491124260355,1
"headphones",198,0.018491124260355,1
"headphones",204,0.018491124260355,1
"headphones",210,0.018491124260355,1
"headphones",216,0.018491124260355,1
"headphones",222,0.018491124260355,1
"headphones",228,0.018491124260355,1
"headphones",234,0.018491124260355,1
"headphones",240,0.018491124260355,1
"headphones",246,0.018491124260355,1
"headphones",252,0.018491124260355,1
"headphones",258,0.018491124260355,1
"headphones",264,0.018491124260355,1
"headphones",270,0.018491124260355,1
"headphones",276,0.018491124260355,1
"headphones",282,0.0181213017751479,1
"headphones",288,0.018491124260355,1
"headphones",294,0.0181213017751479,1
"headphones",300,0.018491124260355,1
"headphones",306,0.018491124260355,1
"headphones",312,0.018491124260355,1
"headphones",318,0.018491124260355,1
"headphones",324,0.018491124260355,1
"coffee maker",0,0,1
"coffee maker",4,0,1
"coffee maker",8,0,1
"coffee maker",12,0,1
"coffee maker",16,0,1
"coffee maker",20,0.0154165431366736,1
"coffee maker",24,0.0204565668544323,1
"coffee maker",28,0.0296471983397569,1
"coffee maker",32,0.0296471983397569,1
"coffee maker",36,0.0296471983397569,1
"coffee maker",40,0.0296471983397569,1
"coffee maker",44,0.0296471983397569,1
"coffee maker",48,0.0296471983397569,1
"coffee maker",52,0.0296471983397569,1
"coffee maker",56,0.0296471983397569,1
"coffee maker",60,0.0296471983397569,1
"coffee maker",64,0.0296471983397569,1
"coffee maker",68,0.0296471983397569,1
"coffee maker",72,0.0296471983397569,1
"coffee maker",76,0.0296471983397569,1
"coffee maker",80,0.0296471983397569,1
"coffee maker",84,0.0237177586718055,1
"coffee maker",88,0.0231248147050104,1
"coffee maker",92,0.0234212866884079,1
"coffee maker",96,0.0231248147050104,1
"coffee maker",100,0.0228283427216128,1
"coffee maker",104,0.0216424547880225,1
"coffee maker",108,0.0210495108212274,1
"coffee maker",112,0.0210495108212274,1
"coffee maker",116,0.021345982804625,1
"coffee maker",120,0.0204565668544323,1
"coffee maker",124,0.0198636228876371,1
"coffee maker",128,0.0195671509042396,1
"coffee maker",132,0.0189742069374444,1
"coffee maker",136,0.0186777349540468,1
"coffee maker",140,0.0186777349540468,1
"coffee maker",144,0.0183812629706493,1
"coffee maker",148,0.0180847909872517,1
"coffee maker",152,0.0177883190038541,1
"coffee maker",156,0.0157130151200712,1
"coffee maker",160,0.0145271271864809,1
"coffee maker",164,0.0127482952860955,1
"coffee maker",168,0.0112659353691076,1
"coffee maker",172,0.0115624073525052,1
"coffee maker",176,0.0106729914023125,1
"coffee maker",180,0.0100800474355173,1
"coffee maker",184,0.00948710346872221,1
"coffee maker",188,0.00948710346872221,1
"coffee maker",192,0.0085976875185295,1
"coffee maker",196,0.00800474355173436,1
"coffee maker",200,0.00978357545211978,1
"coffee maker",204,0.00681885561814409,1
"coffee maker",208,0.00563296768455381,1
"coffee maker",212,0.00504002371775867,1
"coffee maker",216,0.00504002371775867,1
"coffee maker",220,0.00504002371775867,1
"coffee maker",224,0.00444707975096353,1
"coffee maker",228,0.00415060776756597,1
"coffee maker",232,0.0047435517343611,1
"coffee maker",236,0.00444707975096353,1
"coffee maker",240,0,1
"coffee maker",244,0,1
"coffee maker",248,0,1
"coffee maker",252,0,1
"coffee maker",256,0,1
"coffee maker",260,0,1
"coffee maker",264,0,1
"coffee maker",268,0,1
"watch",0,0.000957670944263551,1
"watch",50,0.019153418885271,1
"watch",100,0.019153418885271,1
"watch",150,0.019153418885271,1
"watch",200,0.019153418885271,1
"watch",250,0.019153418885271,1
"watch",300,0.019153418885271,1
"watch",350,0.019153418885271,1
"watch",400,0.019153418885271,1
"watch",450,0.019153418885271,1
"watch",500,0.019153418885271,1
"watch",550,0.019153418885271,1
"watch",600,0.019153418885271,1
"watch",650,0.019153418885271,1
"watch",700,0.019153418885271,1
"watch",750,0.019153418885271,1
"watch",800,0.019153418885271,1
"watch",850,0.019153418885271,1
"watch",900,0.019153418885271,1
"watch",950,0.019153418885271,1
"watch",1000,0.019153418885271,1
"watch",1050,0.019153418885271,1
"watch",1100,0.019153418885271,1
"watch",1150,0.019153418885271,1
"watch",1200,0.019153418885271,1
"watch",1250,0.019153418885271,1
"watch",1300,0.019153418885271,1
"watch",1350,0.019153418885271,1
"watch",1400,0.019153418885271,1
"watch",1450,0.019153418885271,1
"watch",1500,0.019153418885271,1
"watch",1550,0.019153418885271,1
"watch",1600,0.019153418885271,1
"watch",1650,0.019153418885271,1
"watch",1700,0.019153418885271,1
"watch",1750,0.0189618846964183,1
"watch",1800,0.0189618846964183,1
"watch",1850,0.019153418885271,1
"watch",1900,0.019153418885271,1
"watch",1950,0.019153418885271,1
"watch",2000,0.0139819957862478,1
"watch",2050,0.0143650641639533,1
"watch",2100,0.0141735299751006,1
"watch",2150,0.0137904615973951,1
"watch",2200,0.0143650641639533,1
"watch",2250,0.0139819957862478,1
"watch",2300,0.0137904615973951,1
"watch",2350,0.013215859030837,1
"watch",2400,0.0134073932196897,1
"watch",2450,0.0130243248419843,1
"watch",2500,0.0120666538977207,1
"watch",2550,0.0120666538977207,1
"watch",2600,0.011875119708868,1
"watch",2650,0.0116835855200153,1
"watch",2700,0.0116835855200153,1
"watch",2750,0.0113005171423099,1
"watch",2800,0.0114920513311626,1
"watch",2850,0.0111089829534572,1
"watch",2900,0.0113005171423099,1
"watch",2950,0.00976824363148822,1
"laptop",0,0.000525072197427146,1
"laptop",50,0.000262536098713573,1
"laptop",100,0.000262536098713573,1
"laptop",150,0,1
"laptop",200,0.000262536098713573,1
"laptop",250,0.000262536098713573,1
"laptop",300,0.0039380414807036,1
"laptop",350,0.00472564977684432,1
"laptop",400,0.00551325807298503,1
"laptop",450,0.00577579417169861,1
"laptop",500,0.0186400630086637,1
"laptop",550,0.0186400630086637,1
"laptop",600,0.0194276713048044,1
"laptop",650,0.019690207403518,1
"laptop",700,0.0202152796009451,1
"laptop",750,0.0202152796009451,1
"laptop",800,0.019690207403518,1
"laptop",850,0.0202152796009451,1
"laptop",900,0.0202152796009451,1
"laptop",950,0.0204778156996587,1
"laptop",1000,0.0236282488842216,1
"laptop",1050,0.025203465476503,1
"laptop",1100,0.0262536098713573,1
"laptop",1150,0.0262536098713573,1
"laptop",1200,0.0262536098713573,1
"laptop",1250,0.0262536098713573,1
"laptop",1300,0.0257285376739302,1
"laptop",1350,0.0262536098713573,1
"laptop",1400,0.0262536098713573,1
"laptop",1450,0.0262536098713573,1
"laptop",1500,0.0262536098713573,1
"laptop",1550,0.0262536098713573,1
"laptop",1600,0.0262536098713573,1
"laptop",1650,0.0262536098713573,1
"laptop",1700,0.0262536098713573,1
"laptop",1750,0.0262536098713573,1
"laptop",1800,0.0262536098713573,1
"laptop",1850,0.0262536098713573,1
"laptop",1900,0.0262536098713573,1
"laptop",1950,0.0254660015752166,1
"laptop",2000,0.0259910737726437,1
"laptop",2050,0.0257285376739302,1
"laptop",2100,0.0259910737726437,1
"laptop",2150,0.0262536098713573,1
"laptop",2200,0.0262536098713573,1
"laptop",2250,0.0262536098713573,1
"laptop",2300,0.0259910737726437,1
"laptop",2350,0.0259910737726437,1
"laptop",2400,0.0262536098713573,1
"laptop",2450,0.0262536098713573,1
"sweater",0,0.0259336099585062,2
"sweater",3,0.0518672199170124,2
"sweater",6,0.0715767634854772,2
"sweater",9,0.0860995850622406,2
"sweater",12,0.103734439834025,2
"sweater",15,0.0778008298755187,2
"sweater",18,0.0612033195020747,2
"sweater",21,0.045643153526971,2
"sweater",24,0.033195020746888,2
"sweater",27,0.029045643153527,2
"sweater",30,0.0726141078838174,2
"sweater",33,0.0695020746887967,2
"sweater",36,0.0663900414937759,2
"sweater",39,0.0580912863070539,2
"sweater",42,0.0394190871369295,2
"sweater",45,0.0269709543568465,2
"sweater",48,0.0197095435684647,2
"sweater",51,0.00933609958506224,2
"sweater",54,0,2
"sweater",57,0,2
"sweater",60,0,2
"sweater",63,0,2
"sweater",66,0,2
"sweater",69,0,2
"sweater",72,0,2
"sweater",75,0,2
"sweater",78,0,2
"sweater",81,0,2
"sweater",84,0,2
"sweater",87,0,2
"sweater",90,0,2
"sweater",93,0,2
"sweater",96,0,2
"sweater",99,0,2
"sweater",102,0,2
"sweater",105,0,2
"sweater",108,0,2
"sweater",111,0,2
"sweater",114,0,2
"sweater",117,0,2
"sweater",120,0.0020746887966805,2
"sweater",123,0.00103734439834025,2
"sweater",126,0.00103734439834025,2
"sweater",129,0.0020746887966805,2
"sweater",132,0.0020746887966805,2
"sweater",135,0.0020746887966805,2
"sweater",138,0.0020746887966805,2
"sweater",141,0.0020746887966805,2
"sweater",144,0.00103734439834025,2
"sweater",147,0,2
"sweater",150,0.00103734439834025,2
"sweater",153,0.00103734439834025,2
"sweater",156,0.00311203319502075,2
"sweater",159,0.00103734439834025,2
"sweater",162,0,2
"sweater",165,0,2
"sweater",168,0.0020746887966805,2
"sweater",171,0.00103734439834025,2
"sweater",174,0.0020746887966805,2
"sweater",177,0,2
"sweater",180,0.0020746887966805,2
"sweater",183,0.0020746887966805,2
"sweater",186,0.00103734439834025,2
"sweater",189,0,2
"sweater",192,0,2
"sweater",195,0,2
"sweater",198,0.00103734439834025,2
"sweater",201,0.00311203319502075,2
"sweater",204,0.00311203319502075,2
"sweater",207,0.00311203319502075,2
"sweater",210,0.00103734439834025,2
"sweater",213,0.0020746887966805,2
"sweater",216,0.00103734439834025,2
"sweater",219,0.00103734439834025,2
"sweater",222,0.00103734439834025,2
"sweater",225,0.00103734439834025,2
"sweater",228,0,2
"sweater",231,0,2
"sweater",234,0,2
"sweater",237,0.0020746887966805,2
"headphones",0,0.0056369785794814,2
"headphones",6,0.00601277715144683,2
"headphones",12,0.00488538143555055,2
"headphones",18,0.00526118000751597,2
"headphones",24,0.00450958286358512,2
"headphones",30,0.0108981585869974,2
"headphones",36,0.0105223600150319,2
"headphones",42,0.0139045471627208,2
"headphones",48,0.0146561443066516,2
"headphones",54,0.0139045471627208,2
"headphones",60,0.0150319428786171,2
"headphones",66,0.0157835400225479,2
"headphones",72,0.0157835400225479,2
"headphones",78,0.0187899285982713,2
"headphones",84,0.0187899285982713,2
"headphones",90,0.0210447200300639,2
"headphones",96,0.0217963171739947,2
"headphones",102,0.0236753100338219,2
"headphones",108,0.0248027057497182,2
"headphones",114,0.0289364900413378,2
"headphones",120,0.0285606914693724,2
"headphones",126,0.0296880871852687,2
"headphones",132,0.0349492671927847,2
"headphones",138,0.030815482901165,2
"headphones",144,0.0296880871852687,2
"headphones",150,0.0300638857572341,2
"headphones",156,0.0323186771890267,2
"headphones",162,0.0326944757609921,2
"headphones",168,0.0315670800450958,2
"headphones",174,0.0304396843291996,2
"headphones",180,0.022923712889891,2
"headphones",186,0.0187899285982713,2
"headphones",192,0.0187899285982713,2
"headphones",198,0.0154077414505825,2
"headphones",204,0.0150319428786171,2
"headphones",210,0.0157835400225479,2
"headphones",216,0.0210447200300639,2
"headphones",222,0.0157835400225479,2
"headphones",228,0.0154077414505825,2
"headphones",234,0.0161593385945133,2
"headphones",240,0.0187899285982713,2
"headphones",246,0.0187899285982713,2
"headphones",252,0.0187899285982713,2
"headphones",258,0.0150319428786171,2
"headphones",264,0.0146561443066516,2
"headphones",270,0.0120255543028937,2
"headphones",276,0.0135287485907554,2
"headphones",282,0.0135287485907554,2
"headphones",288,0.0127771514468245,2
"headphones",294,0.0120255543028937,2
"headphones",300,0.0157835400225479,2
"headphones",306,0.0127771514468245,2
"headphones",312,0.0131529500187899,2
"headphones",318,0.0139045471627208,2
"headphones",324,0.0139045471627208,2
"coffee maker",0,0.000598981731057203,2
"coffee maker",4,0.000299490865528601,2
"coffee maker",8,0.000299490865528601,2
"coffee maker",12,0.000299490865528601,2
"coffee maker",16,0.000898472596585804,2
"coffee maker",20,0.000299490865528601,2
"coffee maker",24,0,2
"coffee maker",28,0.000299490865528601,2
"coffee maker",32,0.000898472596585804,2
"coffee maker",36,0.000598981731057203,2
"coffee maker",40,0.00419287211740042,2
"coffee maker",44,0.00449236298292902,2
"coffee maker",48,0.00539083557951482,2
"coffee maker",52,0.00658879904162923,2
"coffee maker",56,0.00598981731057203,2
"coffee maker",60,0.00598981731057203,2
"coffee maker",64,0.00778676250374364,2
"coffee maker",68,0.00868523510032944,2
"coffee maker",72,0.00778676250374364,2
"coffee maker",76,0.0122791254866727,2
"coffee maker",80,0.0125786163522013,2
"coffee maker",84,0.0125786163522013,2
"coffee maker",88,0.0167714884696017,2
"coffee maker",92,0.0176699610661875,2
"coffee maker",96,0.0179694519317161,2
"coffee maker",100,0.0191674153938305,2
"coffee maker",104,0.0215633423180593,2
"coffee maker",108,0.0230607966457023,2
"coffee maker",112,0.0254567235699311,2
"coffee maker",116,0.0242587601078167,2
"coffee maker",120,0.0245582509733453,2
"coffee maker",124,0.0242587601078167,2
"coffee maker",128,0.0245582509733453,2
"coffee maker",132,0.0239592692422881,2
"coffee maker",136,0.0236597783767595,2
"coffee maker",140,0.0233602875112309,2
"coffee maker",144,0.0245582509733453,2
"coffee maker",148,0.0245582509733453,2
"coffee maker",152,0.0254567235699311,2
"coffee maker",156,0.0266546870320455,2
"coffee maker",160,0.0242587601078167,2
