"response","dollar_amount","level","qtype","item","phrasing","workerid","language","age","education","comments"
4,188,4,"concrete","coffee maker","conditional","1","english",30,"4",""
4,140,3,"inductive","coffee maker","conditional","1","english",30,"4",""
4,85.5,2,"inductive","sweater","conditional","1","english",30,"4",""
3,900,2,"concrete","laptop","conditional","1","english",30,"4",""
-3,100,2,"inductive","coffee maker","conditional","1","english",30,"4",""
4,2000,4,"concrete","watch","conditional","1","english",30,"4",""
4,1250,3,"concrete","laptop","conditional","1","english",30,"4",""
-4,1295,3,"inductive","laptop","conditional","1","english",30,"4",""
3,450,2,"concrete","watch","conditional","1","english",30,"4",""
-2,129,2,"inductive","headphones","conditional","1","english",30,"4",""
-4,180.6,3,"inductive","headphones","conditional","1","english",30,"4",""
2,185,1,"inductive","laptop","conditional","1","english",30,"4",""
-4,1850,4,"inductive","laptop","conditional","1","english",30,"4",""
-1,240,1,"inductive","watch","conditional","1","english",30,"4",""
2,24,0,"inductive","watch","conditional","1","english",30,"4",""
4,150,4,"concrete","sweater","conditional","1","english",30,"4",""
4,234,4,"concrete","headphones","conditional","1","english",30,"4",""
-1,60,1,"concrete","headphones","conditional","1","english",30,"4",""
1,96,2,"concrete","headphones","conditional","1","english",30,"4",""
1,84,2,"concrete","coffee maker","conditional","1","english",30,"4",""
-2,119.7,3,"inductive","sweater","conditional","1","english",30,"4",""
-3,24,0,"concrete","headphones","conditional","1","english",30,"4",""
-4,18,0,"concrete","sweater","conditional","1","english",30,"4",""
-2,52,1,"concrete","coffee maker","conditional","1","english",30,"4",""
-4,1200,2,"inductive","watch","conditional","1","english",30,"4",""
0,258,4,"inductive","headphones","conditional","1","english",30,"4",""
-4,171,4,"inductive","sweater","conditional","1","english",30,"4",""
4,1.71,0,"inductive","sweater","conditional","1","english",30,"4",""
4,2,0,"inductive","coffee maker","conditional","1","english",30,"4",""
3,144,3,"concrete","headphones","conditional","1","english",30,"4",""
-3,200,4,"inductive","coffee maker","conditional","1","english",30,"4",""
-1,20,1,"inductive","coffee maker","conditional","1","english",30,"4",""
3,87,3,"concrete","sweater","conditional","1","english",30,"4",""
2,925,2,"inductive","laptop","conditional","1","english",30,"4",""
-1,600,1,"concrete","laptop","conditional","1","english",30,"4",""
3,124,3,"concrete","coffee maker","conditional","1","english",30,"4",""
4,2.58,0,"inductive","headphones","conditional","1","english",30,"4",""
2,250,1,"concrete","watch","conditional","1","english",30,"4",""
4,18.5,0,"inductive","laptop","conditional","1","english",30,"4",""
-1,100,0,"concrete","watch","conditional","1","english",30,"4",""
-4,1680,3,"inductive","watch","conditional","1","english",30,"4",""
4,900,3,"concrete","watch","conditional","1","english",30,"4",""
0,57,2,"concrete","sweater","conditional","1","english",30,"4",""
-4,24,0,"concrete","coffee maker","conditional","1","english",30,"4",""
-4,2400,4,"inductive","watch","conditional","1","english",30,"4",""
3,25.8,1,"inductive","headphones","conditional","1","english",30,"4",""
4,350,0,"concrete","laptop","conditional","1","english",30,"4",""
0,188,4,"concrete","coffee maker","conditional","2","english",29,"1",""
3,2,0,"inductive","coffee maker","conditional","2","english",29,"1",""
-3,600,1,"concrete","laptop","conditional","2","english",29,"1",""
-4,925,2,"inductive","laptop","conditional","2","english",29,"1",""
3,250,1,"concrete","watch","conditional","2","english",29,"1",""
-4,258,4,"inductive","headphones","conditional","2","english",29,"1",""
-4,18,0,"concrete","sweater","conditional","2","english",29,"1",""
-1,18.5,0,"inductive","laptop","conditional","2","english",29,"1",""
-1,350,0,"concrete","laptop","conditional","2","english",29,"1",""
4,900,3,"concrete","watch","conditional","2","english",29,"1",""
4,234,4,"concrete","headphones","conditional","2","english",29,"1",""
-4,24,0,"concrete","headphones","conditional","2","english",29,"1",""
3,1680,3,"inductive","watch","conditional","2","english",29,"1",""
-4,85.5,2,"inductive","sweater","conditional","2","english",29,"1",""
4,2000,4,"concrete","watch","conditional","2","english",29,"1",""
2,100,0,"concrete","watch","conditional","2","english",29,"1",""
0,240,1,"inductive","watch","conditional","2","english",29,"1",""
-2,84,2,"concrete","coffee maker","conditional","2","english",29,"1",""
3,1250,3,"concrete","laptop","conditional","2","english",29,"1",""
-4,25.8,1,"inductive","headphones","conditional","2","english",29,"1",""
4,96,2,"concrete","headphones","conditional","2","english",29,"1",""
-3,20,1,"inductive","coffee maker","conditional","2","english",29,"1",""
-1,185,1,"inductive","laptop","conditional","2","english",29,"1",""
3,1.71,0,"inductive","sweater","conditional","2","english",29,"1",""
3,124,3,"concrete","coffee maker","conditional","2","english",29,"1",""
4,1200,2,"inductive","watch","conditional","2","english",29,"1",""
4,1295,3,"inductive","laptop","conditional","2","english",29,"1",""
4,150,4,"concrete","sweater","conditional","2","english",29,"1",""
-1,36,1,"concrete","sweater","conditional","2","english",29,"1",""
2,140,3,"inductive","coffee maker","conditional","2","english",29,"1",""
4,450,2,"concrete","watch","conditional","2","english",29,"1",""
3,180.6,3,"inductive","headphones","conditional","2","english",29,"1",""
3,24,0,"inductive","watch","conditional","2","english",29,"1",""
3,2400,4,"inductive","watch","conditional","2","english",29,"1",""
-2,17.1,1,"inductive","sweater","conditional","2","english",29,"1",""
2,60,1,"concrete","headphones","conditional","2","english",29,"1",""
3,900,2,"concrete","laptop","conditional","2","english",29,"1",""
3,119.7,3,"inductive","sweater","conditional","2","english",29,"1",""
3,171,4,"inductive","sweater","conditional","2","english",29,"1",""
-1,52,1,"concrete","coffee maker","conditional","2","english",29,"1",""
4,57,2,"concrete","sweater","conditional","2","english",29,"1",""
-3,100,2,"inductive","coffee maker","conditional","2","english",29,"1",""
3,87,3,"concrete","sweater","conditional","2","english",29,"1",""
3,1850,4,"concrete","laptop","conditional","2","english",29,"1",""
4,144,3,"concrete","headphones","conditional","2","english",29,"1",""
3,2.58,0,"inductive","headphones","conditional","2","english",29,"1",""
2,200,4,"inductive","coffee maker","conditional","2","english",29,"1",""
-3,129,2,"inductive","headphones","conditional","2","english",29,"1",""
2,1850,4,"inductive","laptop","conditional","2","english",29,"1",""
-4,24,0,"concrete","coffee maker","conditional","2","english",29,"1",""
4,124,3,"concrete","coffee maker","conditional","3","English",22,"3",""
4,925,2,"inductive","laptop","conditional","3","English",22,"3",""
3,188,4,"concrete","coffee maker","conditional","3","English",22,"3",""
1,20,1,"inductive","coffee maker","conditional","3","English",22,"3",""
4,1850,4,"concrete","laptop","conditional","3","English",22,"3",""
4,234,4,"concrete","headphones","conditional","3","English",22,"3",""
4,200,4,"inductive","coffee maker","conditional","3","English",22,"3",""
4,900,3,"concrete","watch","conditional","3","English",22,"3",""
4,450,2,"concrete","watch","conditional","3","English",22,"3",""
0,85.5,2,"inductive","sweater","conditional","3","English",22,"3",""
2,84,2,"concrete","coffee maker","conditional","3","English",22,"3",""
0,119.7,3,"inductive","sweater","conditional","3","English",22,"3",""
0,57,2,"concrete","sweater","conditional","3","English",22,"3",""
0,1850,4,"inductive","laptop","conditional","3","English",22,"3",""
0,258,4,"inductive","headphones","conditional","3","English",22,"3",""
-2,24,0,"concrete","coffee maker","conditional","3","English",22,"3",""
1,350,0,"concrete","laptop","conditional","3","English",22,"3",""
0,25.8,1,"inductive","headphones","conditional","3","English",22,"3",""
0,171,4,"inductive","sweater","conditional","3","English",22,"3",""
0,180.6,3,"inductive","headphones","conditional","3","English",22,"3",""
4,60,1,"concrete","headphones","conditional","3","English",22,"3",""
-2,18,0,"concrete","sweater","conditional","3","English",22,"3",""
0,24,0,"concrete","headphones","conditional","3","English",22,"3",""
4,2000,4,"concrete","watch","conditional","3","English",22,"3",""
4,144,3,"concrete","headphones","conditional","3","English",22,"3",""
1,52,1,"concrete","coffee maker","conditional","3","English",22,"3",""
0,240,1,"inductive","watch","conditional","3","English",22,"3",""
0,24,0,"inductive","watch","conditional","3","English",22,"3",""
0,140,3,"inductive","coffee maker","conditional","3","English",22,"3",""
0,1295,3,"inductive","laptop","conditional","3","English",22,"3",""
0,1.71,0,"inductive","sweater","conditional","3","English",22,"3",""
4,250,1,"concrete","watch","conditional","3","English",22,"3",""
0,17.1,1,"inductive","sweater","conditional","3","English",22,"3",""
0,100,2,"inductive","coffee maker","conditional","3","English",22,"3",""
0,1680,3,"inductive","watch","conditional","3","English",22,"3",""
0,2,0,"inductive","coffee maker","conditional","3","English",22,"3",""
-1,36,1,"concrete","sweater","conditional","3","English",22,"3",""
4,900,2,"concrete","laptop","conditional","3","English",22,"3",""
0,129,2,"inductive","headphones","conditional","3","English",22,"3",""
1,100,0,"concrete","watch","conditional","3","English",22,"3",""
4,600,1,"concrete","laptop","conditional","3","English",22,"3",""
0,1200,2,"inductive","watch","conditional","3","English",22,"3",""
4,1250,3,"concrete","laptop","conditional","3","English",22,"3",""
0,2.58,0,"inductive","headphones","conditional","3","English",22,"3",""
4,150,4,"concrete","sweater","conditional","3","English",22,"3",""
3,87,3,"concrete","sweater","conditional","3","English",22,"3",""
0,185,1,"inductive","laptop","conditional","3","English",22,"3",""
4,96,2,"concrete","headphones","conditional","3","English",22,"3",""
0,2400,4,"inductive","watch","conditional","3","English",22,"3",""
0,18.5,0,"inductive","laptop","conditional","3","English",22,"3",""
-3,180.6,3,"inductive","headphones","conditional","4","English",34,"3",""
-3,1680,3,"inductive","watch","conditional","4","English",34,"3",""
-3,1850,4,"inductive","laptop","conditional","4","English",34,"3",""
1,900,2,"concrete","laptop","conditional","4","English",34,"3",""
4,2000,4,"concrete","watch","conditional","4","English",34,"3",""
3,450,2,"concrete","watch","conditional","4","English",34,"3",""
3,1.71,0,"inductive","sweater","conditional","4","English",34,"3",""
-2,200,4,"inductive","coffee maker","conditional","4","English",34,"3",""
1,17.1,1,"inductive","sweater","conditional","4","English",34,"3",""
-2,1295,3,"inductive","laptop","conditional","4","English",34,"3",""
3,234,4,"concrete","headphones","conditional","4","English",34,"3",""
-1,1200,2,"inductive","watch","conditional","4","English",34,"3",""
-4,24,0,"concrete","headphones","conditional","4","English",34,"3",""
0,119.7,3,"inductive","sweater","conditional","4","English",34,"3",""
1,188,4,"concrete","coffee maker","conditional","4","English",34,"3",""
-3,350,0,"concrete","laptop","conditional","4","English",34,"3",""
3,900,3,"concrete","watch","conditional","4","English",34,"3",""
-1,140,3,"inductive","coffee maker","conditional","4","English",34,"3",""
-1,100,2,"inductive","coffee maker","conditional","4","English",34,"3",""
-2,87,3,"concrete","sweater","conditional","4","English",34,"3",""
3,25.8,1,"inductive","headphones","conditional","4","English",34,"3",""
1,96,2,"concrete","headphones","conditional","4","English",34,"3",""
-1,52,1,"concrete","coffee maker","conditional","4","English",34,"3",""
1,150,4,"concrete","sweater","conditional","4","English",34,"3",""
-1,2400,4,"inductive","watch","conditional","4","English",34,"3",""
2,144,3,"concrete","headphones","conditional","4","English",34,"3",""
0,129,2,"inductive","headphones","conditional","4","English",34,"3",""
-2,57,2,"concrete","sweater","conditional","4","English",34,"3",""
0,85.5,2,"inductive","sweater","conditional","4","English",34,"3",""
-4,18,0,"concrete","sweater","conditional","4","English",34,"3",""
1,124,3,"concrete","coffee maker","conditional","4","English",34,"3",""
2,1250,3,"concrete","laptop","conditional","4","English",34,"3",""
3,1850,4,"concrete","laptop","conditional","4","English",34,"3",""
0,60,1,"concrete","headphones","conditional","4","English",34,"3",""
4,2,0,"inductive","coffee maker","conditional","4","English",34,"3",""
4,20,1,"inductive","coffee maker","conditional","4","English",34,"3",""
1,185,1,"inductive","laptop","conditional","4","English",34,"3",""
-4,24,0,"concrete","coffee maker","conditional","4","English",34,"3",""
0,600,1,"concrete","laptop","conditional","4","English",34,"3",""
0,84,2,"concrete","coffee maker","conditional","4","English",34,"3",""
0,100,0,"concrete","watch","conditional","4","English",34,"3",""
-1,171,4,"inductive","sweater","conditional","4","English",34,"3",""
1,250,1,"concrete","watch","conditional","4","English",34,"3",""
1,24,0,"inductive","watch","conditional","4","English",34,"3",""
-1,240,1,"inductive","watch","conditional","4","English",34,"3",""
-1,258,4,"inductive","headphones","conditional","4","English",34,"3",""
-2,925,2,"inductive","laptop","conditional","4","English",34,"3",""
-3,36,1,"concrete","sweater","conditional","4","English",34,"3",""
4,2.58,0,"inductive","headphones","conditional","4","English",34,"3",""
4,18.5,0,"inductive","laptop","conditional","4","English",34,"3",""
2,600,1,"concrete","laptop","conditional","5","English",55,"2",""
2,2.58,0,"inductive","headphones","conditional","5","English",55,"2",""
-3,1850,4,"inductive","laptop","conditional","5","English",55,"2",""
-3,119.7,3,"inductive","sweater","conditional","5","English",55,"2",""
-4,52,1,"concrete","coffee maker","conditional","5","English",55,"2",""
-4,2400,4,"inductive","watch","conditional","5","English",55,"2",""
4,124,3,"concrete","coffee maker","conditional","5","English",55,"2",""
-4,240,1,"inductive","watch","conditional","5","English",55,"2",""
-3,18,0,"concrete","sweater","conditional","5","English",55,"2",""
0,100,0,"concrete","watch","conditional","5","English",55,"2",""
-4,85.5,2,"inductive","sweater","conditional","5","English",55,"2",""
4,1250,3,"concrete","laptop","conditional","5","English",55,"2",""
-1,24,0,"concrete","headphones","conditional","5","English",55,"2",""
4,144,3,"concrete","headphones","conditional","5","English",55,"2",""
1,17.1,1,"inductive","sweater","conditional","5","English",55,"2",""
1,25.8,1,"inductive","headphones","conditional","5","English",55,"2",""
-4,171,4,"inductive","sweater","conditional","5","English",55,"2",""
3,87,3,"concrete","sweater","conditional","5","English",55,"2",""
-4,200,4,"inductive","coffee maker","conditional","5","English",55,"2",""
-4,24,0,"concrete","coffee maker","conditional","5","English",55,"2",""
-4,258,4,"inductive","headphones","conditional","5","English",55,"2",""
-4,925,2,"inductive","laptop","conditional","5","English",55,"2",""
-4,1295,3,"inductive","laptop","conditional","5","English",55,"2",""
4,188,4,"concrete","coffee maker","conditional","5","English",55,"2",""
4,150,4,"concrete","sweater","conditional","5","English",55,"2",""
4,450,2,"concrete","watch","conditional","5","English",55,"2",""
-4,185,1,"inductive","laptop","conditional","5","English",55,"2",""
1,57,2,"concrete","sweater","conditional","5","English",55,"2",""
2,900,2,"concrete","laptop","conditional","5","English",55,"2",""
2,20,1,"inductive","coffee maker","conditional","5","English",55,"2",""
-4,1200,2,"inductive","watch","conditional","5","English",55,"2",""
4,234,4,"concrete","headphones","conditional","5","English",55,"2",""
-4,129,2,"inductive","headphones","conditional","5","English",55,"2",""
0,36,1,"concrete","sweater","conditional","5","English",55,"2",""
4,1.71,0,"inductive","sweater","conditional","5","English",55,"2",""
-4,1680,3,"inductive","watch","conditional","5","English",55,"2",""
3,250,1,"concrete","watch","conditional","5","English",55,"2",""
4,2,0,"inductive","coffee maker","conditional","5","English",55,"2",""
4,18.5,0,"inductive","laptop","conditional","5","English",55,"2",""
2,60,1,"concrete","headphones","conditional","5","English",55,"2",""
4,1850,4,"concrete","laptop","conditional","5","English",55,"2",""
0,100,2,"inductive","coffee maker","conditional","5","English",55,"2",""
4,2000,4,"concrete","watch","conditional","5","English",55,"2",""
-1,180.6,3,"inductive","headphones","conditional","5","English",55,"2",""
2,96,2,"concrete","headphones","conditional","5","English",55,"2",""
4,900,3,"concrete","watch","conditional","5","English",55,"2",""
1,84,2,"concrete","coffee maker","conditional","5","English",55,"2",""
-2,350,0,"concrete","laptop","conditional","5","English",55,"2",""
-1,140,3,"inductive","coffee maker","conditional","5","English",55,"2",""
4,24,0,"inductive","watch","conditional","5","English",55,"2",""
1,52,1,"concrete","coffee maker","conditional","6","English",23,"2",""
-1,1850,4,"concrete","laptop","conditional","6","English",23,"2",""
3,1.71,0,"inductive","sweater","conditional","6","English",23,"2",""
3,200,4,"inductive","coffee maker","conditional","6","English",23,"2",""
0,24,0,"concrete","headphones","conditional","6","English",23,"2",""
2,100,2,"inductive","coffee maker","conditional","6","English",23,"2",""
1,185,1,"inductive","laptop","conditional","6","English",23,"2",""
3,60,1,"concrete","headphones","conditional","6","English",23,"2",""
4,85.5,2,"inductive","sweater","conditional","6","English",23,"2",""
-1,96,2,"concrete","headphones","conditional","6","English",23,"2",""
1,1850,4,"inductive","laptop","conditional","6","English",23,"2",""
0,24,0,"concrete","coffee maker","conditional","6","English",23,"2",""
3,17.1,1,"inductive","sweater","conditional","6","English",23,"2",""
-2,144,3,"concrete","headphones","conditional","6","English",23,"2",""
-1,24,0,"inductive","watch","conditional","6","English",23,"2",""
0,240,1,"inductive","watch","conditional","6","English",23,"2",""
1,36,1,"concrete","sweater","conditional","6","English",23,"2",""
2,1680,3,"inductive","watch","conditional","6","English",23,"2",""
3,87,3,"concrete","sweater","conditional","6","English",23,"2",""
-1,18,0,"concrete","sweater","conditional","6","English",23,"2",""
0,188,4,"concrete","coffee maker","conditional","6","English",23,"2",""
2,925,2,"inductive","laptop","conditional","6","English",23,"2",""
4,2.58,0,"inductive","headphones","conditional","6","English",23,"2",""
3,84,2,"concrete","coffee maker","conditional","6","English",23,"2",""
2,119.7,3,"inductive","sweater","conditional","6","English",23,"2",""
1,129,2,"inductive","headphones","conditional","6","English",23,"2",""
-2,450,2,"concrete","watch","conditional","6","English",23,"2",""
0,20,1,"inductive","coffee maker","conditional","6","English",23,"2",""
1,350,0,"concrete","laptop","conditional","6","English",23,"2",""
4,234,4,"concrete","headphones","conditional","6","English",23,"2",""
0,25.8,1,"inductive","headphones","conditional","6","English",23,"2",""
1,1250,3,"concrete","laptop","conditional","6","English",23,"2",""
2,258,4,"inductive","headphones","conditional","6","English",23,"2",""
0,150,4,"concrete","sweater","conditional","6","English",23,"2",""
-1,600,1,"concrete","laptop","conditional","6","English",23,"2",""
1,100,0,"concrete","watch","conditional","6","English",23,"2",""
2,180.6,3,"inductive","headphones","conditional","6","English",23,"2",""
-1,140,3,"inductive","coffee maker","conditional","6","English",23,"2",""
4,18.5,0,"inductive","laptop","conditional","6","English",23,"2",""
-1,1200,2,"inductive","watch","conditional","6","English",23,"2",""
0,2000,4,"concrete","watch","conditional","6","English",23,"2",""
1,2400,4,"inductive","watch","conditional","6","English",23,"2",""
2,57,2,"concrete","sweater","conditional","6","English",23,"2",""
-2,900,3,"concrete","watch","conditional","6","English",23,"2",""
0,124,3,"concrete","coffee maker","conditional","6","English",23,"2",""
2,250,1,"concrete","watch","conditional","6","English",23,"2",""
4,171,4,"inductive","sweater","conditional","6","English",23,"2",""
0,2,0,"inductive","coffee maker","conditional","6","English",23,"2",""
1,900,2,"concrete","laptop","conditional","6","English",23,"2",""
-2,1295,3,"inductive","laptop","conditional","6","English",23,"2",""
4,2000,4,"concrete","watch","conditional","7","English",38,"3",""
1,24,0,"concrete","headphones","conditional","7","English",38,"3",""
1,57,2,"concrete","sweater","conditional","7","English",38,"3",""
4,1200,2,"inductive","watch","conditional","7","English",38,"3",""
3,1850,4,"inductive","laptop","conditional","7","English",38,"3",""
2,17.1,1,"inductive","sweater","conditional","7","English",38,"3",""
4,2,0,"inductive","coffee maker","conditional","7","English",38,"3",""
2,1250,3,"concrete","laptop","conditional","7","English",38,"3",""
4,144,3,"concrete","headphones","conditional","7","English",38,"3",""
-1,200,4,"inductive","coffee maker","conditional","7","English",38,"3",""
4,87,3,"concrete","sweater","conditional","7","English",38,"3",""
1,85.5,2,"inductive","sweater","conditional","7","English",38,"3",""
-1,1295,3,"inductive","laptop","conditional","7","English",38,"3",""
4,1.71,0,"inductive","sweater","conditional","7","English",38,"3",""
-4,18,0,"concrete","sweater","conditional","7","English",38,"3",""
1,1680,3,"inductive","watch","conditional","7","English",38,"3",""
1,100,0,"concrete","watch","conditional","7","English",38,"3",""
4,240,1,"inductive","watch","conditional","7","English",38,"3",""
3,185,1,"inductive","laptop","conditional","7","English",38,"3",""
-2,36,1,"concrete","sweater","conditional","7","English",38,"3",""
4,150,4,"concrete","sweater","conditional","7","English",38,"3",""
-4,24,0,"concrete","coffee maker","conditional","7","English",38,"3",""
0,100,2,"inductive","coffee maker","conditional","7","English",38,"3",""
-4,350,0,"concrete","laptop","conditional","7","English",38,"3",""
-1,600,1,"concrete","laptop","conditional","7","English",38,"3",""
1,84,2,"concrete","coffee maker","conditional","7","English",38,"3",""
4,234,4,"concrete","headphones","conditional","7","English",38,"3",""
1,258,4,"inductive","headphones","conditional","7","English",38,"3",""
4,96,2,"concrete","headphones","conditional","7","English",38,"3",""
4,2.58,0,"inductive","headphones","conditional","7","English",38,"3",""
1,119.7,3,"inductive","sweater","conditional","7","English",38,"3",""
4,180.6,3,"inductive","headphones","conditional","7","English",38,"3",""
2,140,3,"inductive","coffee maker","conditional","7","English",38,"3",""
-1,925,2,"inductive","laptop","conditional","7","English",38,"3",""
-1,20,1,"inductive","coffee maker","conditional","7","English",38,"3",""
4,188,4,"concrete","coffee maker","conditional","7","English",38,"3",""
1,124,3,"concrete","coffee maker","conditional","7","English",38,"3",""
-4,1850,4,"concrete","laptop","conditional","7","English",38,"3",""
4,25.8,1,"inductive","headphones","conditional","7","English",38,"3",""
3,24,0,"inductive","watch","conditional","7","English",38,"3",""
-2,52,1,"concrete","coffee maker","conditional","7","English",38,"3",""
3,2400,4,"inductive","watch","conditional","7","English",38,"3",""
4,900,3,"concrete","watch","conditional","7","English",38,"3",""
4,60,1,"concrete","headphones","conditional","7","English",38,"3",""
2,129,2,"inductive","headphones","conditional","7","English",38,"3",""
1,900,2,"concrete","laptop","conditional","7","English",38,"3",""
4,171,4,"inductive","sweater","conditional","7","English",38,"3",""
4,450,2,"concrete","watch","conditional","7","English",38,"3",""
4,18.5,0,"inductive","laptop","conditional","7","English",38,"3",""
4,250,1,"concrete","watch","conditional","7","English",38,"3",""
1,144,3,"concrete","headphones","conditional","8","english",55,"2",""
-1,36,1,"concrete","sweater","conditional","8","english",55,"2",""
3,234,4,"concrete","headphones","conditional","8","english",55,"2",""
0,84,2,"concrete","coffee maker","conditional","8","english",55,"2",""
1,17.1,1,"inductive","sweater","conditional","8","english",55,"2",""
-4,24,0,"concrete","headphones","conditional","8","english",55,"2",""
-4,925,2,"inductive","laptop","conditional","8","english",55,"2",""
4,18.5,0,"inductive","laptop","conditional","8","english",55,"2",""
-2,119.7,3,"inductive","sweater","conditional","8","english",55,"2",""
-2,100,0,"concrete","watch","conditional","8","english",55,"2",""
-3,18,0,"concrete","sweater","conditional","8","english",55,"2",""
1,900,2,"concrete","laptop","conditional","8","english",55,"2",""
-4,2400,4,"inductive","watch","conditional","8","english",55,"2",""
1,57,2,"concrete","sweater","conditional","8","english",55,"2",""
-3,350,0,"concrete","laptop","conditional","8","english",55,"2",""
3,150,4,"concrete","sweater","conditional","8","english",55,"2",""
-4,85.5,2,"inductive","sweater","conditional","8","english",55,"2",""
4,900,3,"concrete","watch","conditional","8","english",55,"2",""
-4,24,0,"concrete","coffee maker","conditional","8","english",55,"2",""
-4,258,4,"inductive","headphones","conditional","8","english",55,"2",""
0,450,2,"concrete","watch","conditional","8","english",55,"2",""
-2,600,1,"concrete","laptop","conditional","8","english",55,"2",""
4,24,0,"inductive","watch","conditional","8","english",55,"2",""
3,1250,3,"concrete","laptop","conditional","8","english",55,"2",""
-4,1680,3,"inductive","watch","conditional","8","english",55,"2",""
-3,180.6,3,"inductive","headphones","conditional","8","english",55,"2",""
4,124,3,"concrete","coffee maker","conditional","8","english",55,"2",""
-4,140,3,"inductive","coffee maker","conditional","8","english",55,"2",""
4,188,4,"concrete","coffee maker","conditional","8","english",55,"2",""
4,1850,4,"concrete","laptop","conditional","8","english",55,"2",""
4,2,0,"inductive","coffee maker","conditional","8","english",55,"2",""
-3,240,1,"inductive","watch","conditional","8","english",55,"2",""
3,185,1,"inductive","laptop","conditional","8","english",55,"2",""
-4,171,4,"inductive","sweater","conditional","8","english",55,"2",""
-3,200,4,"inductive","coffee maker","conditional","8","english",55,"2",""
1,52,1,"concrete","coffee maker","conditional","8","english",55,"2",""
4,2000,4,"concrete","watch","conditional","8","english",55,"2",""
-4,1850,4,"inductive","laptop","conditional","8","english",55,"2",""
4,2.58,0,"inductive","headphones","conditional","8","english",55,"2",""
-4,129,2,"inductive","headphones","conditional","8","english",55,"2",""
3,20,1,"inductive","coffee maker","conditional","8","english",55,"2",""
0,96,2,"concrete","headphones","conditional","8","english",55,"2",""
